Date,Close,High,Low,Open,Volume
2025-01-31 20:30:00+00:00,235.86000061035156,236.5,233.74000549316406,234.30999755859375,8379858
2025-02-03 14:30:00+00:00,229.25999450683594,231.8300018310547,226.63499450683594,229.44000244140625,21198249
2025-02-03 15:30:00+00:00,226.4199981689453,229.8199005126953,226.0800018310547,229.25999450683594,10347971
2025-02-03 16:30:00+00:00,226.36990356445312,227.1300048828125,225.7100067138672,226.41000366210938,7067637
2025-02-03 17:30:00+00:00,226.89999389648438,227.07000732421875,225.9499969482422,226.36000061035156,4952072
2025-02-03 18:30:00+00:00,228.47000122070312,228.8477020263672,226.88999938964844,226.91000366210938,5283668
2025-02-03 19:30:00+00:00,228.5500946044922,229.2100067138672,228.32000732421875,228.47999572753906,4499030
2025-02-03 20:30:00+00:00,227.97999572753906,228.9698944091797,227.6300048828125,228.57000732421875,5648751
2025-02-04 14:30:00+00:00,230.3699951171875,230.41180419921875,226.64999389648438,227.1999969482422,11635605
2025-02-04 15:30:00+00:00,231.0500030517578,231.54879760742188,230.13499450683594,230.3800048828125,5363016
2025-02-04 16:30:00+00:00,231.77999877929688,232.7899932861328,231.0500030517578,231.05999755859375,5207796
2025-02-04 17:30:00+00:00,232.22000122070312,232.3800048828125,231.38999938964844,231.7899932861328,3095970
2025-02-04 18:30:00+00:00,232.13999938964844,232.36000061035156,231.3800048828125,232.22569274902344,2286596
2025-02-04 19:30:00+00:00,232.3090057373047,232.9499969482422,232.13499450683594,232.13999938964844,3344618
2025-02-04 20:30:00+00:00,232.7899932861328,233.1300048828125,232.02999877929688,232.2899932861328,3490884
2025-02-05 14:30:00+00:00,229.5,230.6197052001953,228.3000030517578,228.49000549316406,9950114
2025-02-05 15:30:00+00:00,230.08999633789062,230.19749450683594,228.8513946533203,229.50999450683594,3447904
2025-02-05 16:30:00+00:00,230.69000244140625,231.27999877929688,229.99000549316406,230.08999633789062,2916112
2025-02-05 17:30:00+00:00,229.91000366210938,230.75,229.6300048828125,230.67999267578125,2376195
2025-02-05 18:30:00+00:00,230.64869689941406,231.52999877929688,229.7100067138672,229.89999389648438,3043271
2025-02-05 19:30:00+00:00,231.7949981689453,231.8699951171875,230.5,230.63999938964844,2871834
2025-02-05 20:30:00+00:00,232.4600067138672,232.6699981689453,231.110107421875,231.77999877929688,3443025
2025-02-06 14:30:00+00:00,231.5399932861328,233.8000030517578,230.779296875,231.33999633789062,6919081
2025-02-06 15:30:00+00:00,231.51499938964844,232.3256072998047,230.4250030517578,231.5850067138672,3599406
2025-02-06 16:30:00+00:00,231.3300018310547,231.63499450683594,230.89999389648438,231.50999450683594,2213517
2025-02-06 17:30:00+00:00,232.19000244140625,232.33999633789062,231.02999877929688,231.34500122070312,2393555
2025-02-06 18:30:00+00:00,232.8699951171875,233.11000061035156,232.0800018310547,232.19000244140625,1818718
2025-02-06 19:30:00+00:00,232.27999877929688,232.88999938964844,231.89500427246094,232.88999938964844,2205672
2025-02-06 20:30:00+00:00,233.22000122070312,233.27999877929688,231.92999267578125,232.2899932861328,3111368
2025-02-07 14:30:00+00:00,230.38999938964844,234.0,229.8800048828125,232.51499938964844,7814805
2025-02-07 15:30:00+00:00,229.05499267578125,231.26800537109375,228.89999389648438,230.33999633789062,5664232
2025-02-07 16:30:00+00:00,228.40060424804688,229.4199981689453,228.19500732421875,229.0850067138672,3763438
2025-02-07 17:30:00+00:00,229.2989044189453,229.44000244140625,228.36329650878906,228.38999938964844,3721234
2025-02-07 18:30:00+00:00,227.8800048828125,229.5,227.8300018310547,229.2899932861328,2602577
2025-02-07 19:30:00+00:00,228.0,228.5800018310547,227.7899932861328,227.88999938964844,2965606
2025-02-07 20:30:00+00:00,227.7100067138672,228.14999389648438,227.25999450683594,227.99000549316406,5030649
2025-02-10 14:30:00+00:00,229.86619567871094,230.5850067138672,228.8000030517578,229.57000732421875,6362641
2025-02-10 15:30:00+00:00,229.36000061035156,229.91160583496094,228.75999450683594,229.88999938964844,3755966
2025-02-10 16:30:00+00:00,228.470703125,229.38499450683594,228.23919677734375,229.3708038330078,2474012
2025-02-10 17:30:00+00:00,228.47000122070312,228.8800048828125,228.3699951171875,228.47000122070312,2457578
2025-02-10 18:30:00+00:00,228.6999053955078,229.03500366210938,228.40499877929688,228.48500061035156,1724663
2025-02-10 19:30:00+00:00,227.69000244140625,228.83999633789062,227.60000610351562,228.6999969482422,2971076
2025-02-10 20:30:00+00:00,227.63999938964844,227.8800048828125,227.1999969482422,227.69500732421875,3507517
2025-02-11 14:30:00+00:00,233.33999633789062,233.49000549316406,228.1300048828125,228.1999969482422,16450165
2025-02-11 15:30:00+00:00,234.64999389648438,234.7178955078125,232.82009887695312,233.32000732421875,7044159
2025-02-11 16:30:00+00:00,234.57229614257812,235.22999572753906,233.72169494628906,234.66000366210938,5739199
2025-02-11 17:30:00+00:00,233.5449981689453,234.625,233.25,234.58999633789062,3044227
2025-02-11 18:30:00+00:00,233.3699951171875,234.1898956298828,233.1300048828125,233.59609985351562,2813907
2025-02-11 19:30:00+00:00,233.1107940673828,233.9250030517578,232.89999389648438,233.3621063232422,3713179
2025-02-11 20:30:00+00:00,232.77000427246094,233.3000030517578,232.1699981689453,233.11000061035156,4614482
2025-02-12 14:30:00+00:00,233.60499572753906,234.0500030517578,230.67999267578125,231.27499389648438,11363398
2025-02-12 15:30:00+00:00,235.07000732421875,235.13999938964844,233.5800018310547,233.58120727539062,5460408
2025-02-12 16:30:00+00:00,235.2899932861328,235.66000366210938,234.72999572753906,235.07000732421875,3522413
2025-02-12 17:30:00+00:00,235.47999572753906,235.88999938964844,234.86000061035156,235.27330017089844,2818998
2025-02-12 18:30:00+00:00,236.2100067138672,236.4199981689453,235.32000732421875,235.47320556640625,3035921
2025-02-12 19:30:00+00:00,236.46499633789062,236.66000366210938,236.07000732421875,236.2100067138672,3343068
2025-02-12 20:30:00+00:00,236.88999938964844,236.9600067138672,235.91000366210938,236.4600067138672,4493778
2025-02-13 14:30:00+00:00,237.8800048828125,239.0,235.57000732421875,236.97500610351562,9839880
2025-02-13 15:30:00+00:00,240.47999572753906,241.42999267578125,237.72999572753906,237.89599609375,8943032
2025-02-13 16:30:00+00:00,240.34500122070312,240.83999633789062,239.82000732421875,240.49029541015625,3794251
2025-02-13 17:30:00+00:00,241.02999877929688,241.35000610351562,240.19000244140625,240.3498992919922,3188980
2025-02-13 18:30:00+00:00,241.7698974609375,242.07000732421875,240.52999877929688,241.0399932861328,3761997
2025-02-13 19:30:00+00:00,241.5449981689453,242.33990478515625,241.25999450683594,241.75010681152344,3704786
2025-02-13 20:30:00+00:00,241.52000427246094,241.7689971923828,241.00999450683594,241.5449981689453,4257382
2025-02-14 14:30:00+00:00,244.3800048828125,245.0500030517578,241.0,241.07000732421875,11286651
2025-02-14 15:30:00+00:00,243.94500732421875,244.3800048828125,243.16000366210938,244.3800048828125,4923421
2025-02-14 16:30:00+00:00,243.81520080566406,244.52999877929688,243.69000244140625,243.94000244140625,4178251
2025-02-14 17:30:00+00:00,243.99989318847656,244.30999755859375,243.33999633789062,243.8249969482422,2425988
2025-02-14 18:30:00+00:00,244.14999389648438,244.5399932861328,243.94000244140625,243.97999572753906,1978801
2025-02-14 19:30:00+00:00,244.10000610351562,244.3699951171875,243.91009521484375,244.139892578125,2427820
2025-02-14 20:30:00+00:00,244.57000732421875,245.41000366210938,243.91000366210938,244.0800018310547,4882408
2025-02-18 14:30:00+00:00,244.0904998779297,245.17999267578125,242.860107421875,243.91000366210938,10825110
2025-02-18 15:30:00+00:00,244.72999572753906,244.9698944091797,243.94000244140625,244.0800018310547,3159856
2025-02-18 16:30:00+00:00,244.42999267578125,245.0500030517578,244.17999267578125,244.72000122070312,3072601
2025-02-18 17:30:00+00:00,243.43499755859375,244.5,243.25,244.4499969482422,2653024
2025-02-18 18:30:00+00:00,243.05499267578125,243.48330688476562,241.83999633789062,243.42999267578125,3303217
2025-02-18 19:30:00+00:00,243.52000427246094,243.8350067138672,242.97999572753906,243.05499267578125,2923310
2025-02-18 20:30:00+00:00,244.47000122070312,244.60000610351562,243.14999389648438,243.52999877929688,4972578
2025-02-19 14:30:00+00:00,243.9398956298828,246.00999450683594,243.7899932861328,244.61000061035156,7953912
2025-02-19 15:30:00+00:00,244.3957061767578,244.49000549316406,243.160400390625,243.92999267578125,3875842
2025-02-19 16:30:00+00:00,245.14999389648438,245.65139770507812,244.02999877929688,244.38999938964844,3328518
2025-02-19 17:30:00+00:00,244.7100067138672,245.27999877929688,244.22999572753906,245.13999938964844,1965036
2025-02-19 18:30:00+00:00,244.9001007080078,245.1898956298828,244.22000122070312,244.71499633789062,2025071
2025-02-19 19:30:00+00:00,244.8800048828125,245.1699981689453,244.45010375976562,244.89999389648438,2676277
2025-02-19 20:30:00+00:00,244.8800048828125,245.089599609375,244.53500366210938,244.8800048828125,2963614
2025-02-20 14:30:00+00:00,244.7449951171875,246.77999877929688,244.2899932861328,244.97000122070312,7059474
2025-02-20 15:30:00+00:00,246.13059997558594,246.6999969482422,244.58999633789062,244.74000549316406,4286584
2025-02-20 16:30:00+00:00,246.3800048828125,246.4600067138672,245.02999877929688,246.125,4072175
2025-02-20 17:30:00+00:00,245.44500732421875,246.41000366210938,245.16000366210938,246.3699951171875,2248069
2025-02-20 18:30:00+00:00,245.2550048828125,245.5800018310547,245.02000427246094,245.44000244140625,1791583
2025-02-20 19:30:00+00:00,245.6199951171875,245.75,244.85000610351562,245.25,2339026
2025-02-20 20:30:00+00:00,245.86000061035156,246.0,245.36000061035156,245.61000061035156,3152476
2025-02-21 14:30:00+00:00,245.7899932861328,246.94000244140625,245.22000122070312,245.96499633789062,8207297
2025-02-21 15:30:00+00:00,247.1300048828125,247.4499969482422,245.22000122070312,245.77499389648438,5440754
2025-02-21 16:30:00+00:00,247.3699951171875,247.64999389648438,246.64999389648438,247.14500427246094,4700950
2025-02-21 17:30:00+00:00,247.44119262695312,248.69000244140625,247.10000610351562,247.3800048828125,6864397
2025-02-21 18:30:00+00:00,246.49000549316406,248.0767059326172,246.42999267578125,247.44509887695312,4986285
2025-02-21 19:30:00+00:00,245.8000030517578,246.82000732421875,245.39010620117188,246.5050048828125,7827784
2025-02-21 20:30:00+00:00,245.58999633789062,246.08999633789062,245.3300018310547,245.81500244140625,5597978
2025-02-24 14:30:00+00:00,247.85000610351562,248.86000061035156,244.58999633789062,244.80799865722656,13193734
2025-02-24 15:30:00+00:00,247.11019897460938,247.9541015625,246.00999450683594,247.85000610351562,6815696
2025-02-24 16:30:00+00:00,247.7949981689453,248.32000732421875,247.1199951171875,247.1199951171875,3637316
2025-02-24 17:30:00+00:00,248.0500030517578,248.13999938964844,247.22000122070312,247.82000732421875,2550281
2025-02-24 18:30:00+00:00,247.95469665527344,248.22000122070312,247.6699981689453,248.0500030517578,859352
